pose,center,size,color,value,total_dust
"(9.125, 3.5, 0)","(9.5, 3.5, 0)","[0.25, 0.4, 0]",Yellow,11886,4007650
"(9.5, 4.875, 0)","(9.5, 4.5, 0)","[0.4, 0.25, 0]",Green,9764,4007650
"(9.875, 4.5, 0)","(9.5, 4.5, 0)","[0.25, 0.4, 0]",Gray,1782,4007650
"(9.5, 4.125, 0)","(9.5, 4.5, 0)","[0.4, 0.25, 0]",Gray,2232,4007650
"(9.125, 4.5, 0)","(9.5, 4.5, 0)","[0.25, 0.4, 0]",Gray,1428,4007650
"(9.5, 5.875, 0)","(9.5, 5.5, 0)","[0.4, 0.25, 0]",Yellow,13365,4007650
"(9.875, 5.5, 0)","(9.5, 5.5, 0)","[0.25, 0.4, 0]",Yellow,12259,4007650
"(9.5, 5.125, 0)","(9.5, 5.5, 0)","[0.4, 0.25, 0]",Green,5874,4007650
"(9.125, 5.5, 0)","(9.5, 5.5, 0)","[0.25, 0.4, 0]",Red,18448,4007650
"(9.5, 6.875, 0)","(9.5, 6.5, 0)","[0.4, 0.25, 0]",Green,8917,4007650
"(9.875, 6.5, 0)","(9.5, 6.5, 0)","[0.25, 0.4, 0]",Gray,988,4007650
"(9.5, 6.125, 0)","(9.5, 6.5, 0)","[0.4, 0.25, 0]",Yellow,11012,4007650
"(9.125, 6.5, 0)","(9.5, 6.5, 0)","[0.25, 0.4, 0]",Gray,1650,4007650
"(9.5, 7.875, 0)","(9.5, 7.5, 0)","[0.4, 0.25, 0]",Green,6718,4007650
"(9.875, 7.5, 0)","(9.5, 7.5, 0)","[0.25, 0.4, 0]",Gray,2638,4007650
"(9.5, 7.125, 0)","(9.5, 7.5, 0)","[0.4, 0.25, 0]",Red,18225,4007650
"(9.125, 7.5, 0)","(9.5, 7.5, 0)","[0.25, 0.4, 0]",Green,8761,4007650
"(9.5, 8.875, 0)","(9.5, 8.5, 0)","[0.4, 0.25, 0]",Green,4796,4007650
"(9.875, 8.5, 0)","(9.5, 8.5, 0)","[0.25, 0.4, 0]",Green,5032,4007650
"(9.5, 8.125, 0)","(9.5, 8.5, 0)","[0.4, 0.25, 0]",Yellow,17120,4007650
"(9.125, 8.5, 0)","(9.5, 8.5, 0)","[0.25, 0.4, 0]",Gray,2377,4007650
"(9.5, 9.875, 0)","(9.5, 9.5, 0)","[0.4, 0.25, 0]",Red,18037,4007650
"(9.875, 9.5, 0)","(9.5, 9.5, 0)","[0.25, 0.4, 0]",Yellow,17201,4007650
"(9.5, 9.125, 0)","(9.5, 9.5, 0)","[0.4, 0.25, 0]",Gray,3504,4007650
"(9.125, 9.5, 0)","(9.5, 9.5, 0)","[0.25, 0.4, 0]",Yellow,11735,4007650
